6.035844866596467018e-01 1.562884189598101159e+00
9.316853851748196913e-01 2.015691796756753806e+00
1.541240899655465180e+00 1.523068472849987742e+01
2.212510399807222639e-01 1.835945728599984506e+01
4.067685454157732305e-01 1.954950075560991929e-01
4.377276981621369689e-01 1.142745771701524360e+00
6.036302653135094953e-01 1.455095452116459187e+00
1.037953837376436317e+00 7.191058283428224396e-01
9.272676497049310296e-01 8.479537795347708240e+00
9.363994801497925735e-01 7.549483288192642583e+00
1.374506992146913964e+00 9.101216110121182368e+00
5.808274048847226201e-01 3.820769415456529927e+00
9.761179322752520093e-01 2.536052389269988439e+00
4.542125815535282829e-01 6.553053776886929249e+00
8.054942899092325526e-01 6.133685373012048858e-01
1.526661238460057080e+00 3.108327820728828961e-01
1.747566635212472130e+00 7.030995241513685601e-01
1.848050135529342164e+00 1.647752252660798611e+00
3.203561504829402495e-01 2.996739956043161235e-01
6.302847606728766428e-01 4.916805124021381701e-01
1.192489452320689036e+00 7.600164597171581882e+00
4.654615795280544477e-01 6.816062608824407398e+00
9.585692189764252191e-01 5.191362154899509918e+00
1.937681790487041145e+00 4.035744322201691991e-01
5.086857886942879325e-01 1.649199256683248072e+00
2.639834669056027039e-01 6.329745775341557135e+00
1.531591871975340524e+00 9.427948343158233380e-01
1.733638939445767413e+00 2.216391931916110281e+00
9.635381198005443792e-01 5.697849399742175303e-01
1.380125231663204000e+00 9.177401935573930913e+00
4.843771846115411672e-01 6.118135052705918620e-01
5.277144478902653368e-01 5.937099798921071647e-01
1.526919759561646828e+00 1.801872159617086355e+00
9.059550705770742507e-01 4.466019889745834193e-01
1.549808196651804026e+00 1.232085206762699592e+01
1.648320790939875824e+00 2.862327050066082457e-01
1.490119509283120536e+00 1.339259293301922060e-01
3.405883624778147656e-01 2.041663951620255713e+00
1.848997534831831269e+00 1.964144983573291592e+00
6.456192193776882915e-01 8.443938159804332821e-01
1.652392542120300511e+00 1.058473610229654083e-01
4.540972099563402864e-01 1.971052755370148180e-01
1.715983341527771655e+00 1.813667399894740573e-01
5.689915371613940565e-01 5.019115145887083074e-01
1.606059044479449360e+00 9.080430224430502406e-01
3.301101556665271275e-01 4.576521659762754490e-01
2.425761341496011914e-01 4.578923470029784837e-01
7.512985487039269827e-01 3.923182055501725496e-01
1.005710897359701539e+00 1.042037483705793299e+00
6.905289844503633701e-01 8.783700088100506065e+00
5.968659804576988970e-01 8.711197318231063136e+00
1.182579466338394614e+00 2.887465976857311656e+00
1.969533410404407991e+00 2.627948753485956912e-01
1.762035899938170669e+00 5.687409235816108799e-01
4.426184677933591716e-01 1.916295490861300577e+00
1.473068111403837088e+00 1.536971440518946075e+01
6.216418519821842459e-01 4.424519678197216699e+00
1.169923340796143130e+00 6.088770073143971118e+00
3.690374178611647293e-01 9.559858878210098609e+00
8.109211510562175373e-01 1.131067982466942512e+00
6.453694068960085239e-01 7.040761976689123181e+00
6.955618119890735196e-01 1.572914616334165405e+00
1.839913808131985018e+00 1.029605998544218082e+00
7.855789033045315062e-01 7.006340550194023464e+00
8.243655730571410878e-01 1.413330722065835099e+00
1.857806000601048613e+00 3.563700649938339904e+00
1.525927895227484843e+00 4.779008691981277757e+00
4.182121870502899519e-01 4.592616254001484322e+00
1.551856512184869752e+00 1.782695906687219001e+00
8.705305076595373226e-01 5.259425839587201779e+00
6.100922765744609677e-01 3.870525619754263680e-01
1.934707939126878662e+00 2.461893734275772128e-01
1.246251018975272462e+00 1.610229861382384831e-01
3.000869162262842504e-01 7.995926327794898647e+00
4.143880018143071275e-01 6.342138292751224871e-01
1.818541594303600295e+00 4.351806180119032752e-01
1.646482121506133378e+00 6.312314402846705974e+00
1.989363599703120267e+00 1.905146629036082118e+01
1.418258043935987756e+00 1.220553166896311686e-01
1.503451027637184634e+00 7.711292930099649112e-01
7.122249592550424779e-01 2.911286012744516705e-01
4.037460221143080452e-01 5.387067546308951238e-01
1.293398390454691516e+00 8.786316851174027498e-01
6.761534211757381785e-01 9.364519629274486334e+00
3.811833823618545058e-01 1.575887661918689453e+00
1.773299025512023785e+00 3.625601448107973912e+00
2.317328087252068514e-01 1.999203610167145095e+00
5.384752766257728807e-01 1.431171777118042110e-01
9.583471035958242012e-01 3.810470427646518221e+00
1.352245752464048989e+00 5.000422309330287973e+00
4.205870133359685958e-01 7.624437163479322876e-01
1.034508083973241677e+00 1.684249226233231411e+01
1.578202652576723874e+00 8.869997838899347897e+00
1.083435409042174058e+00 1.029985585303467666e+01
7.087599738333425492e-01 1.113303018973641201e-01
1.890270254465511890e+00 1.315237474664137096e+00
1.537869278779624205e+00 1.229244163348374741e+01
1.747733218914127917e+00 1.427097275927017428e+01
1.061760018850653076e+00 1.790202528645256641e-01
1.132607064334585578e+00 2.704263055447939101e-01
